archivo,instancia,particiones,i,algs,tt,ta
queen8_8-15.2.col.19,queen8_8,15,2,19,606.867,600.003
queen8_8-15.2.col.3,queen8_8,15,2,3,600.157,600.002
queen8_8-15.2.col.8,queen8_8,15,2,8,601.399,600.003
queen8_8-15.3.col.0,queen8_8,15,3,0,16.7817,16.7527
queen8_8-15.3.col.11,queen8_8,15,3,11,436.36,433.203
queen8_8-15.3.col.19,queen8_8,15,3,19,107.579,100.973
queen8_8-15.3.col.3,queen8_8,15,3,3,506.842,506.587
queen8_8-15.3.col.8,queen8_8,15,3,8,14.8813,12.9775
queen8_8-15.4.col.0,queen8_8,15,4,0,176.465,176.44
queen8_8-15.4.col.11,queen8_8,15,4,11,546.193,542.239
queen8_8-15.4.col.19,queen8_8,15,4,19,262.969,255.464
queen8_8-15.4.col.3,queen8_8,15,4,3,174.404,174.136
queen8_8-15.4.col.8,queen8_8,15,4,8,108.862,106.54
queen8_8-15.5.col.0,queen8_8,15,5,0,600.028,600.004
queen8_8-15.5.col.11,queen8_8,15,5,11,602.088,600.001
queen8_8-15.5.col.19,queen8_8,15,5,19,605.681,600.003
queen8_8-15.5.col.3,queen8_8,15,5,3,600.207,600.003
queen8_8-15.5.col.8,queen8_8,15,5,8,601.371,600.002
queen8_8-20.1.col.11,queen8_8,20,1,11,262.369,259.485
queen8_8-20.1.col.19,queen8_8,20,1,19,34.1468,23.2749
queen8_8-20.2.col.11,queen8_8,20,2,11,410.034,405.009
queen8_8-20.2.col.19,queen8_8,20,2,19,615.049,600.003
queen8_8-20.3.col.11,queen8_8,20,3,11,531.876,528.11
queen8_8-20.3.col.19,queen8_8,20,3,19,15.3922,4.91097
queen8_8-20.4.col.11,queen8_8,20,4,11,253.431,249.302
queen8_8-20.4.col.19,queen8_8,20,4,19,227.68,214.223
queen8_8-20.5.col.11,queen8_8,20,5,11,274.231,270.146
queen8_8-20.5.col.19,queen8_8,20,5,19,52.384,40.3674
queen8_8-5.1.col.0,queen8_8,5,1,0,0.04427,0.033685
queen8_8-5.1.col.11,queen8_8,5,1,11,0.239719,0.068367
queen8_8-5.1.col.19,queen8_8,5,1,19,0.433497,0.158967
queen8_8-5.1.col.3,queen8_8,5,1,3,0.092274,0.037451
queen8_8-5.1.col.8,queen8_8,5,1,8,0.160501,0.0286291
queen8_8-5.2.col.0,queen8_8,5,2,0,0.0511949,0.0376692
queen8_8-5.2.col.11,queen8_8,5,2,11,0.223063,0.079608
queen8_8-5.2.col.19,queen8_8,5,2,19,0.250904,0.0354409
queen8_8-5.2.col.3,queen8_8,5,2,3,0.140735,0.0923409
queen8_8-5.2.col.8,queen8_8,5,2,8,0.179675,0.055742
queen8_8-5.3.col.0,queen8_8,5,3,0,0.040952,0.0285931
queen8_8-5.3.col.11,queen8_8,5,3,11,0.160859,0.0268481
queen8_8-5.3.col.19,queen8_8,5,3,19,0.303636,0.0339811
queen8_8-5.3.col.3,queen8_8,5,3,3,0.0679121,0.0269229
queen8_8-5.3.col.8,queen8_8,5,3,8,0.211088,0.0982778
queen8_8-5.4.col.0,queen8_8,5,4,0,0.04462,0.035069
queen8_8-5.4.col.11,queen8_8,5,4,11,0.17056,0.0226738
queen8_8-5.4.col.19,queen8_8,5,4,19,0.215222,0.0263581
queen8_8-5.4.col.3,queen8_8,5,4,3,0.1557,0.11904
queen8_8-5.4.col.8,queen8_8,5,4,8,0.189414,0.0530388
queen8_8-5.5.col.0,queen8_8,5,5,0,0.0368221,0.0247431
queen8_8-5.5.col.11,queen8_8,5,5,11,0.265924,0.116944
queen8_8-5.5.col.19,queen8_8,5,5,19,0.451967,0.190842
queen8_8-5.5.col.3,queen8_8,5,5,3,0.106246,0.0287311
queen8_8-5.5.col.8,queen8_8,5,5,8,0.21913,0.104231
queen9_9-10.1.col.0,queen9_9,10,1,0,37.6414,37.6227
queen9_9-10.1.col.11,queen9_9,10,1,11,2.3705,0.264152
queen9_9-10.1.col.19,queen9_9,10,1,19,3.98558,0.200512
queen9_9-10.1.col.3,queen9_9,10,1,3,39.95,39.6548
queen9_9-10.1.col.8,queen9_9,10,1,8,1.91967,0.548602
queen9_9-10.2.col.0,queen9_9,10,2,0,32.9393,32.9242
queen9_9-10.2.col.11,queen9_9,10,2,11,2.42616,0.592611
queen9_9-10.2.col.19,queen9_9,10,2,19,3.9544,0.749214
queen9_9-10.2.col.3,queen9_9,10,2,3,23.8337,23.5638
queen9_9-10.2.col.8,queen9_9,10,2,8,1.69802,0.494448
queen9_9-10.3.col.0,queen9_9,10,3,0,37.1574,37.1418
queen9_9-10.3.col.11,queen9_9,10,3,11,2.50159,0.585419
queen9_9-10.3.col.19,queen9_9,10,3,19,3.93474,0.607726
queen9_9-10.3.col.3,queen9_9,10,3,3,13.0782,12.8499
queen9_9-10.3.col.8,queen9_9,10,3,8,1.42982,0.178748
queen9_9-10.4.col.0,queen9_9,10,4,0,16.5363,16.5171
queen9_9-10.4.col.11,queen9_9,10,4,11,3.34895,0.690512
queen9_9-10.4.col.19,queen9_9,10,4,19,5.19658,0.239632
queen9_9-10.4.col.3,queen9_9,10,4,3,24.228,24.0162
queen9_9-10.4.col.8,queen9_9,10,4,8,2.67423,1.32609
queen9_9-10.5.col.0,queen9_9,10,5,0,46.4097,46.3844
queen9_9-10.5.col.11,queen9_9,10,5,11,1.95909,0.286427
queen9_9-10.5.col.19,queen9_9,10,5,19,2.55296,0.411031
queen9_9-10.5.col.3,queen9_9,10,5,3,21.6285,21.4208
queen9_9-10.5.col.8,queen9_9,10,5,8,1.43159,0.09834
queen9_9-15.1.col.0,queen9_9,15,1,0,32.1658,32.1456
queen9_9-15.1.col.11,queen9_9,15,1,11,20.2375,15.2306
queen9_9-15.1.col.19,queen9_9,15,1,19,23.2621,9.50684
queen9_9-15.1.col.3,queen9_9,15,1,3,34.3754,34.0212
queen9_9-15.1.col.8,queen9_9,15,1,8,10.1458,7.41519
queen9_9-15.2.col.0,queen9_9,15,2,0,23.816,23.7957
queen9_9-15.2.col.11,queen9_9,15,2,11,11.6132,7.04721
queen9_9-15.2.col.19,queen9_9,15,2,19,13.0573,2.76727
queen9_9-15.2.col.3,queen9_9,15,2,3,18.0721,17.5384
queen9_9-15.2.col.8,queen9_9,15,2,8,3.87893,1.24255
queen9_9-15.3.col.0,queen9_9,15,3,0,5.46353,5.44464
queen9_9-15.3.col.11,queen9_9,15,3,11,12.9749,10.8184
queen9_9-15.3.col.19,queen9_9,15,3,19,12.6414,3.10025
queen9_9-15.3.col.3,queen9_9,15,3,3,10.5248,10.3258
queen9_9-15.3.col.8,queen9_9,15,3,8,17.9989,16.9316
queen9_9-15.4.col.0,queen9_9,15,4,0,11.7855,11.7546
queen9_9-15.4.col.11,queen9_9,15,4,11,13.0158,7.89206
queen9_9-15.4.col.19,queen9_9,15,4,19,23.0124,9.89067
queen9_9-15.4.col.3,queen9_9,15,4,3,26.3912,26.1335
queen9_9-15.4.col.8,queen9_9,15,4,8,15.5075,12.9332
queen9_9-15.5.col.0,queen9_9,15,5,0,54.7915,54.7607
queen9_9-15.5.col.11,queen9_9,15,5,11,5.74178,1.4251
queen9_9-15.5.col.19,queen9_9,15,5,19,13.7412,2.50864
queen9_9-15.5.col.3,queen9_9,15,5,3,27.678,27.1482
queen9_9-15.5.col.8,queen9_9,15,5,8,3.81352,1.25139
queen9_9-20.1.col.11,queen9_9,20,1,11,610.901,600.004
queen9_9-20.1.col.19,queen9_9,20,1,19,36.417,8.64586
queen9_9-20.2.col.11,queen9_9,20,2,11,528.217,521.813
queen9_9-20.2.col.19,queen9_9,20,2,19,16.7115,2.49248
queen9_9-20.3.col.11,queen9_9,20,3,11,613.07,600.005
queen9_9-20.3.col.19,queen9_9,20,3,19,28.5729,4.24143
queen9_9-20.4.col.11,queen9_9,20,4,11,608.566,600.005
queen9_9-20.4.col.19,queen9_9,20,4,19,40.5323,11.4997
queen9_9-20.5.col.11,queen9_9,20,5,11,9.59659,2.78136
queen9_9-20.5.col.19,queen9_9,20,5,19,20.9793,4.36131
queen9_9-5.1.col.0,queen9_9,5,1,0,0.0684869,0.055614
queen9_9-5.1.col.11,queen9_9,5,1,11,0.342156,0.099818
queen9_9-5.1.col.19,queen9_9,5,1,19,0.498399,0.154891
queen9_9-5.1.col.3,queen9_9,5,1,3,0.201617,0.116209
queen9_9-5.1.col.8,queen9_9,5,1,8,0.292911,0.086726
queen9_9-5.2.col.0,queen9_9,5,2,0,0.0600371,0.0426209
queen9_9-5.2.col.11,queen9_9,5,2,11,0.321165,0.102757
queen9_9-5.2.col.19,queen9_9,5,2,19,0.311707,0.035069
queen9_9-5.2.col.3,queen9_9,5,2,3,0.201229,0.123872
queen9_9-5.2.col.8,queen9_9,5,2,8,0.306022,0.118849
queen9_9-5.3.col.0,queen9_9,5,3,0,0.0569899,0.050421
queen9_9-5.3.col.11,queen9_9,5,3,11,0.327413,0.137166
queen9_9-5.3.col.19,queen9_9,5,3,19,0.339209,0.0373051
queen9_9-5.3.col.3,queen9_9,5,3,3,0.226935,0.143644
queen9_9-5.3.col.8,queen9_9,5,3,8,0.264539,0.0979989
queen9_9-5.4.col.0,queen9_9,5,4,0,0.059592,0.0526531
queen9_9-5.4.col.11,queen9_9,5,4,11,0.412504,0.1438
queen9_9-5.4.col.19,queen9_9,5,4,19,0.574069,0.210501
queen9_9-5.4.col.3,queen9_9,5,4,3,0.231707,0.148597
queen9_9-5.4.col.8,queen9_9,5,4,8,0.330391,0.0969672
queen9_9-5.5.col.0,queen9_9,5,5,0,0.0558629,0.0492859
queen9_9-5.5.col.11,queen9_9,5,5,11,0.352585,0.137629
queen9_9-5.5.col.19,queen9_9,5,5,19,0.550189,0.202828
queen9_9-5.5.col.3,queen9_9,5,5,3,0.103659,0.028255
queen9_9-5.5.col.8,queen9_9,5,5,8,0.281179,0.100169
