archivo,nodos,densidad,particiones,i,j,algs,tt,ta
instancias/solved/instancia-30-50-15.5.2.col.3,30,50,15,5,2,3,111.71,111.664
instancias/solved/instancia-30-50-15.5.2.col.8,30,50,15,5,2,8,113.727,113.474
instancias/solved/instancia-30-50-15.5.3.col.0,30,50,15,5,3,0,212.059,212.052
instancias/solved/instancia-30-50-15.5.3.col.11,30,50,15,5,3,11,325.612,325.28
instancias/solved/instancia-30-50-15.5.3.col.19,30,50,15,5,3,19,106.036,105.167
instancias/solved/instancia-30-50-15.5.3.col.3,30,50,15,5,3,3,402.991,402.948
instancias/solved/instancia-30-50-15.5.3.col.8,30,50,15,5,3,8,325.582,325.412
instancias/solved/instancia-30-50-15.5.4.col.0,30,50,15,5,4,0,130.018,130.01
instancias/solved/instancia-30-50-15.5.4.col.11,30,50,15,5,4,11,138.671,138.289
instancias/solved/instancia-30-50-15.5.4.col.19,30,50,15,5,4,19,6.39342,5.51927
instancias/solved/instancia-30-50-15.5.4.col.3,30,50,15,5,4,3,187.254,187.211
instancias/solved/instancia-30-50-15.5.4.col.8,30,50,15,5,4,8,122.306,122.072
instancias/solved/instancia-30-50-15.5.5.col.0,30,50,15,5,5,0,45.6685,45.6527
instancias/solved/instancia-30-50-15.5.5.col.11,30,50,15,5,5,11,5.46952,5.03821
instancias/solved/instancia-30-50-15.5.5.col.19,30,50,15,5,5,19,1.51877,0.341057
instancias/solved/instancia-30-50-15.5.5.col.3,30,50,15,5,5,3,23.0476,23.0015
instancias/solved/instancia-30-50-15.5.5.col.8,30,50,15,5,5,8,20.4322,20.2273
instancias/solved/instancia-30-50-20.1.1.col.19,30,50,20,1,1,19,6.00655,3.68687
instancias/solved/instancia-30-50-5.1.1.col.0,30,50,5,1,1,0,0.043314,0.038178
instancias/solved/instancia-30-50-5.1.1.col.11,30,50,5,1,1,11,0.112583,0.049993
instancias/solved/instancia-30-50-5.1.1.col.19,30,50,5,1,1,19,0.156209,0.0587611
instancias/solved/instancia-30-50-5.1.1.col.3,30,50,5,1,1,3,0.046319,0.032964
instancias/solved/instancia-30-50-5.1.1.col.8,30,50,5,1,1,8,0.0944688,0.0482161
instancias/solved/instancia-30-50-5.1.2.col.0,30,50,5,1,2,0,0.025878,0.0233219
instancias/solved/instancia-30-50-5.1.2.col.11,30,50,5,1,2,11,0.0778251,0.037076
instancias/solved/instancia-30-50-5.1.2.col.19,30,50,5,1,2,19,0.36904,0.273249
instancias/solved/instancia-30-50-5.1.2.col.3,30,50,5,1,2,3,0.0378821,0.031172
instancias/solved/instancia-30-50-5.1.2.col.8,30,50,5,1,2,8,0.225082,0.19912
instancias/solved/instancia-30-50-5.1.3.col.0,30,50,5,1,3,0,0.027344,0.0259318
instancias/solved/instancia-30-50-5.1.3.col.11,30,50,5,1,3,11,0.048835,0.0213242
instancias/solved/instancia-30-50-5.1.3.col.19,30,50,5,1,3,19,0.0564792,0.021625
instancias/solved/instancia-30-50-5.1.3.col.3,30,50,5,1,3,3,0.024519,0.0182641
instancias/solved/instancia-30-50-5.1.3.col.8,30,50,5,1,3,8,0.0425429,0.0201099
instancias/solved/instancia-30-50-5.1.4.col.0,30,50,5,1,4,0,0.0342932,0.031512
instancias/solved/instancia-30-50-5.1.4.col.11,30,50,5,1,4,11,0.0830839,0.0386682
instancias/solved/instancia-30-50-5.1.4.col.19,30,50,5,1,4,19,0.136369,0.0423
instancias/solved/instancia-30-50-5.1.4.col.3,30,50,5,1,4,3,0.0391221,0.0276718
instancias/solved/instancia-30-50-5.1.4.col.8,30,50,5,1,4,8,0.0640051,0.0272551
instancias/solved/instancia-30-50-5.1.5.col.0,30,50,5,1,5,0,0.0237269,0.0224402
instancias/solved/instancia-30-50-5.1.5.col.11,30,50,5,1,5,11,0.068259,0.0166171
instancias/solved/instancia-30-50-5.1.5.col.19,30,50,5,1,5,19,0.119031,0.0187671
instancias/solved/instancia-30-50-5.1.5.col.3,30,50,5,1,5,3,0.02139,0.011317
instancias/solved/instancia-30-50-5.1.5.col.8,30,50,5,1,5,8,0.071604,0.033854
instancias/solved/instancia-30-50-5.2.1.col.0,30,50,5,2,1,0,0.0350759,0.031914
instancias/solved/instancia-30-50-5.2.1.col.11,30,50,5,2,1,11,0.095577,0.0416238
instancias/solved/instancia-30-50-5.2.1.col.19,30,50,5,2,1,19,0.128379,0.0367079
instancias/solved/instancia-30-50-5.2.1.col.3,30,50,5,2,1,3,0.0268931,0.0163789
instancias/solved/instancia-30-50-5.2.1.col.8,30,50,5,2,1,8,0.071213,0.036798
instancias/solved/instancia-30-50-5.2.2.col.0,30,50,5,2,2,0,0.0246601,0.0234749
instancias/solved/instancia-30-50-5.2.2.col.11,30,50,5,2,2,11,0.0667799,0.016191
instancias/solved/instancia-30-50-5.2.2.col.19,30,50,5,2,2,19,0.147486,0.0455132
instancias/solved/instancia-30-50-5.2.2.col.3,30,50,5,2,2,3,0.0413561,0.0317571
instancias/solved/instancia-30-50-5.2.2.col.8,30,50,5,2,2,8,0.0654399,0.0302141
instancias/solved/instancia-30-50-5.2.3.col.0,30,50,5,2,3,0,0.0265129,0.025223
instancias/solved/instancia-30-50-5.2.3.col.11,30,50,5,2,3,11,0.127754,0.0713732
instancias/solved/instancia-30-50-5.2.3.col.19,30,50,5,2,3,19,0.781593,0.676113
instancias/solved/instancia-30-50-5.2.3.col.3,30,50,5,2,3,3,0.042937,0.0336089
instancias/solved/instancia-30-50-5.2.3.col.8,30,50,5,2,3,8,0.470482,0.431498
instancias/solved/instancia-30-50-5.2.4.col.0,30,50,5,2,4,0,0.0251999,0.0239589
instancias/solved/instancia-30-50-5.2.4.col.11,30,50,5,2,4,11,0.0573349,0.0196879
instancias/solved/instancia-30-50-5.2.4.col.19,30,50,5,2,4,19,0.094023,0.0384049
instancias/solved/instancia-30-50-5.2.4.col.3,30,50,5,2,4,3,0.0284631,0.0192549
instancias/solved/instancia-30-50-5.2.4.col.8,30,50,5,2,4,8,0.063554,0.0333121
instancias/solved/instancia-30-50-5.2.5.col.0,30,50,5,2,5,0,0.00917506,0.0079689
instancias/solved/instancia-30-50-5.2.5.col.11,30,50,5,2,5,11,0.089777,0.037755
instancias/solved/instancia-30-50-5.2.5.col.19,30,50,5,2,5,19,0.105765,0.0171571
instancias/solved/instancia-30-50-5.2.5.col.3,30,50,5,2,5,3,0.0459421,0.0315521
instancias/solved/instancia-30-50-5.2.5.col.8,30,50,5,2,5,8,0.076175,0.0283971
instancias/solved/instancia-30-50-5.3.1.col.0,30,50,5,3,1,0,0.0328341,0.030807
instancias/solved/instancia-30-50-5.3.1.col.11,30,50,5,3,1,11,0.0836358,0.0338268
instancias/solved/instancia-30-50-5.3.1.col.19,30,50,5,3,1,19,0.121517,0.03825
instancias/solved/instancia-30-50-5.3.1.col.3,30,50,5,3,1,3,0.0343719,0.0210049
instancias/solved/instancia-30-50-5.3.1.col.8,30,50,5,3,1,8,0.0577672,0.022913
instancias/solved/instancia-30-50-5.3.2.col.0,30,50,5,3,2,0,0.036931,0.0324309
instancias/solved/instancia-30-50-5.3.2.col.11,30,50,5,3,2,11,0.0754552,0.031085
instancias/solved/instancia-30-50-5.3.2.col.19,30,50,5,3,2,19,0.123803,0.0448129
instancias/solved/instancia-30-50-5.3.2.col.3,30,50,5,3,2,3,0.0381839,0.0298412
instancias/solved/instancia-30-50-5.3.2.col.8,30,50,5,3,2,8,0.066473,0.0377231
instancias/solved/instancia-30-50-5.3.3.col.0,30,50,5,3,3,0,0.154278,0.150291
instancias/solved/instancia-30-50-5.3.3.col.11,30,50,5,3,3,11,0.30766,0.256782
instancias/solved/instancia-30-50-5.3.3.col.19,30,50,5,3,3,19,0.536537,0.443416
instancias/solved/instancia-30-50-5.3.3.col.3,30,50,5,3,3,3,0.243889,0.234143
instancias/solved/instancia-30-50-5.3.3.col.8,30,50,5,3,3,8,0.0699201,0.0328028
instancias/solved/instancia-30-50-5.3.4.col.0,30,50,5,3,4,0,0.0292699,0.026444
instancias/solved/instancia-30-50-5.3.4.col.11,30,50,5,3,4,11,0.063868,0.014792
instancias/solved/instancia-30-50-5.3.4.col.19,30,50,5,3,4,19,0.0911019,0.0177379
instancias/solved/instancia-30-50-5.3.4.col.3,30,50,5,3,4,3,0.148498,0.139436
instancias/solved/instancia-30-50-5.3.4.col.8,30,50,5,3,4,8,0.060672,0.0230482
instancias/solved/instancia-30-50-5.3.5.col.0,30,50,5,3,5,0,0.114381,0.111905
instancias/solved/instancia-30-50-5.3.5.col.11,30,50,5,3,5,11,0.098489,0.0499141
instancias/solved/instancia-30-50-5.3.5.col.19,30,50,5,3,5,19,0.169351,0.078099
instancias/solved/instancia-30-50-5.3.5.col.3,30,50,5,3,5,3,0.188239,0.177713
instancias/solved/instancia-30-50-5.3.5.col.8,30,50,5,3,5,8,0.0670009,0.0328879
instancias/solved/instancia-30-50-5.4.1.col.0,30,50,5,4,1,0,0.0320752,0.030766
instancias/solved/instancia-30-50-5.4.1.col.11,30,50,5,4,1,11,0.575943,0.514631
instancias/solved/instancia-30-50-5.4.1.col.19,30,50,5,4,1,19,0.176838,0.0580859
instancias/solved/instancia-30-50-5.4.1.col.3,30,50,5,4,1,3,0.04635,0.0347531
instancias/solved/instancia-30-50-5.4.1.col.8,30,50,5,4,1,8,0.100977,0.0598838
instancias/solved/instancia-30-50-5.4.2.col.0,30,50,5,4,2,0,0.03091,0.029597
instancias/solved/instancia-30-50-5.4.2.col.11,30,50,5,4,2,11,0.094593,0.04106
instancias/solved/instancia-30-50-5.4.2.col.19,30,50,5,4,2,19,0.682511,0.57483
instancias/solved/instancia-30-50-5.4.2.col.3,30,50,5,4,2,3,0.0408881,0.0319178
instancias/solved/instancia-30-50-5.4.2.col.8,30,50,5,4,2,8,0.477912,0.449078
instancias/solved/instancia-30-50-5.4.3.col.0,30,50,5,4,3,0,0.0730422,0.0717158
instancias/solved/instancia-30-50-5.4.3.col.11,30,50,5,4,3,11,0.056221,0.01406
instancias/solved/instancia-30-50-5.4.3.col.19,30,50,5,4,3,19,0.126513,0.0405409
instancias/solved/instancia-30-50-5.4.3.col.3,30,50,5,4,3,3,0.107191,0.0999269
instancias/solved/instancia-30-50-5.4.3.col.8,30,50,5,4,3,8,0.0575891,0.030339
instancias/solved/instancia-30-50-5.4.4.col.0,30,50,5,4,4,0,0.212564,0.208746
instancias/solved/instancia-30-50-5.4.4.col.11,30,50,5,4,4,11,0.49236,0.442556
instancias/solved/instancia-30-50-5.4.4.col.19,30,50,5,4,4,19,0.763864,0.656414
instancias/solved/instancia-30-50-5.4.4.col.3,30,50,5,4,4,3,0.293228,0.283145
instancias/solved/instancia-30-50-5.4.4.col.8,30,50,5,4,4,8,0.416873,0.381685
instancias/solved/instancia-30-50-5.4.5.col.0,30,50,5,4,5,0,0.013586,0.012063
instancias/solved/instancia-30-50-5.4.5.col.11,30,50,5,4,5,11,0.082305,0.03126
instancias/solved/instancia-30-50-5.4.5.col.19,30,50,5,4,5,19,0.135481,0.038286
instancias/solved/instancia-30-50-5.4.5.col.3,30,50,5,4,5,3,0.0549378,0.0451341
instancias/solved/instancia-30-50-5.4.5.col.8,30,50,5,4,5,8,0.05077,0.0151429
instancias/solved/instancia-30-50-5.5.1.col.0,30,50,5,5,1,0,0.0130711,0.0105679
instancias/solved/instancia-30-50-5.5.1.col.11,30,50,5,5,1,11,0.0796449,0.03
instancias/solved/instancia-30-50-5.5.1.col.19,30,50,5,5,1,19,0.09865,0.019767
instancias/solved/instancia-30-50-5.5.1.col.3,30,50,5,5,1,3,0.0272501,0.0136509
instancias/solved/instancia-30-50-5.5.1.col.8,30,50,5,5,1,8,0.068759,0.032249
instancias/solved/instancia-30-50-5.5.2.col.0,30,50,5,5,2,0,0.038465,0.0371058
instancias/solved/instancia-30-50-5.5.2.col.11,30,50,5,5,2,11,0.050122,0.0144989
instancias/solved/instancia-30-50-5.5.2.col.19,30,50,5,5,2,19,0.077929,0.0147431
instancias/solved/instancia-30-50-5.5.2.col.3,30,50,5,5,2,3,0.0404961,0.031322
instancias/solved/instancia-30-50-5.5.2.col.8,30,50,5,5,2,8,0.0550001,0.0303249
instancias/solved/instancia-30-50-5.5.3.col.0,30,50,5,5,3,0,0.275442,0.274115
instancias/solved/instancia-30-50-5.5.3.col.11,30,50,5,5,3,11,0.83274,0.762741
instancias/solved/instancia-30-50-5.5.3.col.19,30,50,5,5,3,19,0.995745,0.880816
instancias/solved/instancia-30-50-5.5.3.col.3,30,50,5,5,3,3,0.387851,0.375003
instancias/solved/instancia-30-50-5.5.3.col.8,30,50,5,5,3,8,0.740881,0.694761
instancias/solved/instancia-30-50-5.5.4.col.0,30,50,5,5,4,0,0.010227,0.00876307
instancias/solved/instancia-30-50-5.5.4.col.11,30,50,5,5,4,11,0.0670931,0.0151479
instancias/solved/instancia-30-50-5.5.4.col.19,30,50,5,5,4,19,0.113485,0.033349
instancias/solved/instancia-30-50-5.5.4.col.3,30,50,5,5,4,3,0.145708,0.128382
instancias/solved/instancia-30-50-5.5.4.col.8,30,50,5,5,4,8,0.0512409,0.013454
instancias/solved/instancia-30-50-5.5.5.col.0,30,50,5,5,5,0,0.039211,0.0349319
instancias/solved/instancia-30-50-5.5.5.col.11,30,50,5,5,5,11,0.087719,0.017421
instancias/solved/instancia-30-50-5.5.5.col.19,30,50,5,5,5,19,0.175437,0.047585
instancias/solved/instancia-30-50-5.5.5.col.3,30,50,5,5,5,3,0.162371,0.143326
instancias/solved/instancia-30-50-5.5.5.col.8,30,50,5,5,5,8,0.093622,0.044369
instancias/solved/instancia-30-75-10.1.1.col.0,30,75,10,1,1,0,107.125,107.113
instancias/solved/instancia-30-75-10.1.1.col.11,30,75,10,1,1,11,12.7693,12.5084
instancias/solved/instancia-30-75-10.1.1.col.19,30,75,10,1,1,19,2.61312,2.06377
instancias/solved/instancia-30-75-10.1.1.col.3,30,75,10,1,1,3,59.6373,59.602
instancias/solved/instancia-30-75-10.1.1.col.8,30,75,10,1,1,8,30.8106,30.6666
instancias/solved/instancia-30-75-10.1.2.col.0,30,75,10,1,2,0,28.5809,28.5666
instancias/solved/instancia-30-75-10.1.2.col.11,30,75,10,1,2,11,5.5532,5.32122
instancias/solved/instancia-30-75-10.1.2.col.19,30,75,10,1,2,19,2.04091,1.54368
instancias/solved/instancia-30-75-10.1.2.col.3,30,75,10,1,2,3,33.6512,33.6223
instancias/solved/instancia-30-75-10.1.2.col.8,30,75,10,1,2,8,15.9077,15.7917
instancias/solved/instancia-30-75-10.1.3.col.0,30,75,10,1,3,0,128.592,128.578
instancias/solved/instancia-30-75-10.1.3.col.11,30,75,10,1,3,11,22.2029,21.9368
instancias/solved/instancia-30-75-10.1.3.col.19,30,75,10,1,3,19,4.01969,3.50646
instancias/solved/instancia-30-75-10.1.3.col.3,30,75,10,1,3,3,116.189,116.154
instancias/solved/instancia-30-75-10.1.3.col.8,30,75,10,1,3,8,52.6142,52.4384
instancias/solved/instancia-30-75-10.1.4.col.0,30,75,10,1,4,0,174.134,174.121
instancias/solved/instancia-30-75-10.1.4.col.11,30,75,10,1,4,11,35.6204,35.3982
instancias/solved/instancia-30-75-10.1.4.col.19,30,75,10,1,4,19,19.6705,19.156
instancias/solved/instancia-30-75-10.1.4.col.3,30,75,10,1,4,3,381.256,381.224
instancias/solved/instancia-30-75-10.1.4.col.8,30,75,10,1,4,8,103.758,103.609
instancias/solved/instancia-30-75-10.1.5.col.0,30,75,10,1,5,0,50.4316,50.4106
instancias/solved/instancia-30-75-10.1.5.col.11,30,75,10,1,5,11,5.99972,5.77776
instancias/solved/instancia-30-75-10.1.5.col.19,30,75,10,1,5,19,1.06494,0.618709
instancias/solved/instancia-30-75-10.1.5.col.3,30,75,10,1,5,3,33.8302,33.7966
instancias/solved/instancia-30-75-10.1.5.col.8,30,75,10,1,5,8,10.8998,10.7492
instancias/solved/instancia-30-75-10.2.1.col.0,30,75,10,2,1,0,263.902,263.89
instancias/solved/instancia-30-75-10.2.1.col.11,30,75,10,2,1,11,5.63252,5.39358
instancias/solved/instancia-30-75-10.2.1.col.19,30,75,10,2,1,19,1.43835,0.930666
instancias/solved/instancia-30-75-10.2.1.col.3,30,75,10,2,1,3,51.1584,51.1259
instancias/solved/instancia-30-75-10.2.1.col.8,30,75,10,2,1,8,12.6539,12.4925
instancias/solved/instancia-30-75-10.2.2.col.0,30,75,10,2,2,0,96.3061,96.2941
instancias/solved/instancia-30-75-10.2.2.col.11,30,75,10,2,2,11,5.89495,5.64176
instancias/solved/instancia-30-75-10.2.2.col.19,30,75,10,2,2,19,2.18638,1.69408
instancias/solved/instancia-30-75-10.2.2.col.3,30,75,10,2,2,3,99.7818,99.7564
instancias/solved/instancia-30-75-10.2.2.col.8,30,75,10,2,2,8,18.6214,18.444
instancias/solved/instancia-30-75-10.2.3.col.0,30,75,10,2,3,0,186.109,186.099
instancias/solved/instancia-30-75-10.2.3.col.11,30,75,10,2,3,11,35.5425,35.308
instancias/solved/instancia-30-75-10.2.3.col.19,30,75,10,2,3,19,11.1038,10.55
instancias/solved/instancia-30-75-10.2.3.col.3,30,75,10,2,3,3,235.062,235.019
instancias/solved/instancia-30-75-10.2.3.col.8,30,75,10,2,3,8,126.766,126.616
instancias/solved/instancia-30-75-10.2.4.col.0,30,75,10,2,4,0,18.8183,18.8061
instancias/solved/instancia-30-75-10.2.4.col.11,30,75,10,2,4,11,0.469437,0.309524
instancias/solved/instancia-30-75-10.2.4.col.19,30,75,10,2,4,19,0.51213,0.161021
instancias/solved/instancia-30-75-10.2.4.col.3,30,75,10,2,4,3,1.74505,1.7187
instancias/solved/instancia-30-75-10.2.4.col.8,30,75,10,2,4,8,0.799462,0.681943
instancias/solved/instancia-30-75-10.2.5.col.0,30,75,10,2,5,0,152.773,152.765
instancias/solved/instancia-30-75-10.2.5.col.11,30,75,10,2,5,11,16.8439,16.5726
instancias/solved/instancia-30-75-10.2.5.col.19,30,75,10,2,5,19,5.58739,5.0526
instancias/solved/instancia-30-75-10.2.5.col.3,30,75,10,2,5,3,129.986,129.958
instancias/solved/instancia-30-75-10.2.5.col.8,30,75,10,2,5,8,79.7371,79.5658
instancias/solved/instancia-30-75-10.3.1.col.0,30,75,10,3,1,0,138.789,138.781
instancias/solved/instancia-30-75-10.3.1.col.11,30,75,10,3,1,11,8.30406,8.06853
instancias/solved/instancia-30-75-10.3.1.col.19,30,75,10,3,1,19,1.57266,1.01614
instancias/solved/instancia-30-75-10.3.1.col.3,30,75,10,3,1,3,85.4122,85.3807
instancias/solved/instancia-30-75-10.3.1.col.8,30,75,10,3,1,8,73.9075,73.7627
instancias/solved/instancia-30-75-10.3.2.col.0,30,75,10,3,2,0,82.892,82.8747
instancias/solved/instancia-30-75-10.3.2.col.11,30,75,10,3,2,11,2.87591,2.65856
instancias/solved/instancia-30-75-10.3.2.col.19,30,75,10,3,2,19,1.08924,0.648102
instancias/solved/instancia-30-75-10.3.2.col.3,30,75,10,3,2,3,40.5176,40.4937
instancias/solved/instancia-30-75-10.3.2.col.8,30,75,10,3,2,8,11.1594,11.0076
instancias/solved/instancia-30-75-10.3.3.col.0,30,75,10,3,3,0,17.798,17.7881
instancias/solved/instancia-30-75-10.3.3.col.11,30,75,10,3,3,11,1.27687,1.02592
instancias/solved/instancia-30-75-10.3.3.col.19,30,75,10,3,3,19,0.626608,0.193056
instancias/solved/instancia-30-75-10.3.3.col.3,30,75,10,3,3,3,12.5102,12.4823
instancias/solved/instancia-30-75-10.3.3.col.8,30,75,10,3,3,8,4.14091,3.99993
instancias/solved/instancia-30-75-10.3.4.col.0,30,75,10,3,4,0,232.837,232.821
instancias/solved/instancia-30-75-10.3.4.col.11,30,75,10,3,4,11,9.74114,9.47231
instancias/solved/instancia-30-75-10.3.4.col.19,30,75,10,3,4,19,3.91696,3.39318
instancias/solved/instancia-30-75-10.3.4.col.3,30,75,10,3,4,3,93.4207,93.3938
instancias/solved/instancia-30-75-10.3.4.col.8,30,75,10,3,4,8,28.6976,28.5096
instancias/solved/instancia-30-75-10.3.5.col.0,30,75,10,3,5,0,46.5524,46.535
instancias/solved/instancia-30-75-10.3.5.col.11,30,75,10,3,5,11,2.69858,2.44911
instancias/solved/instancia-30-75-10.3.5.col.19,30,75,10,3,5,19,0.658088,0.173633
instancias/solved/instancia-30-75-10.3.5.col.3,30,75,10,3,5,3,25.863,25.8339
instancias/solved/instancia-30-75-10.3.5.col.8,30,75,10,3,5,8,7.8239,7.66314
instancias/solved/instancia-30-75-10.4.1.col.0,30,75,10,4,1,0,1.04852,1.03351
instancias/solved/instancia-30-75-10.4.1.col.11,30,75,10,4,1,11,2.00793,1.82934
instancias/solved/instancia-30-75-10.4.1.col.19,30,75,10,4,1,19,0.582826,0.194487
instancias/solved/instancia-30-75-10.4.1.col.3,30,75,10,4,1,3,0.444288,0.420268
instancias/solved/instancia-30-75-10.4.1.col.8,30,75,10,4,1,8,0.685036,0.573329
instancias/solved/instancia-30-75-10.4.2.col.0,30,75,10,4,2,0,4.69708,4.68087
instancias/solved/instancia-30-75-10.4.2.col.11,30,75,10,4,2,11,0.296219,0.096899
instancias/solved/instancia-30-75-10.4.2.col.19,30,75,10,4,2,19,0.418695,0.0570779
instancias/solved/instancia-30-75-10.4.2.col.3,30,75,10,4,2,3,2.0515,2.0175
instancias/solved/instancia-30-75-10.4.2.col.8,30,75,10,4,2,8,0.848042,0.732004
instancias/solved/instancia-30-75-10.4.3.col.0,30,75,10,4,3,0,1.98349,1.97088
instancias/solved/instancia-30-75-10.4.3.col.11,30,75,10,4,3,11,0.365867,0.1217
instancias/solved/instancia-30-75-10.4.3.col.19,30,75,10,4,3,19,0.541329,0.130403
instancias/solved/instancia-30-75-10.4.3.col.3,30,75,10,4,3,3,0.626885,0.595471
instancias/solved/instancia-30-75-10.4.3.col.8,30,75,10,4,3,8,1.33694,1.19041
instancias/solved/instancia-30-75-10.4.4.col.0,30,75,10,4,4,0,143.039,143.024
instancias/solved/instancia-30-75-10.4.4.col.11,30,75,10,4,4,11,35.472,35.219
instancias/solved/instancia-30-75-10.4.4.col.19,30,75,10,4,4,19,15.7792,15.3278
instancias/solved/instancia-30-75-10.4.4.col.3,30,75,10,4,4,3,74.7125,74.6824
instancias/solved/instancia-30-75-10.4.4.col.8,30,75,10,4,4,8,61.5323,61.3713
instancias/solved/instancia-30-75-10.4.5.col.0,30,75,10,4,5,0,325.158,325.146
instancias/solved/instancia-30-75-10.4.5.col.11,30,75,10,4,5,11,47.3886,47.1045
instancias/solved/instancia-30-75-10.4.5.col.19,30,75,10,4,5,19,20.2772,19.7281
instancias/solved/instancia-30-75-10.4.5.col.3,30,75,10,4,5,3,172.713,172.679
instancias/solved/instancia-30-75-10.4.5.col.8,30,75,10,4,5,8,93.9425,93.7411
instancias/solved/instancia-30-75-10.5.1.col.0,30,75,10,5,1,0,1.44899,1.44125
instancias/solved/instancia-30-75-10.5.1.col.11,30,75,10,5,1,11,2.80261,2.53533
instancias/solved/instancia-30-75-10.5.1.col.19,30,75,10,5,1,19,0.646365,0.16867
instancias/solved/instancia-30-75-10.5.1.col.3,30,75,10,5,1,3,1.70321,1.67895
instancias/solved/instancia-30-75-10.5.1.col.8,30,75,10,5,1,8,0.840479,0.699003
instancias/solved/instancia-30-75-10.5.2.col.0,30,75,10,5,2,0,142.028,142.02
instancias/solved/instancia-30-75-10.5.2.col.11,30,75,10,5,2,11,73.5569,73.322
instancias/solved/instancia-30-75-10.5.2.col.19,30,75,10,5,2,19,31.5728,31.0166
instancias/solved/instancia-30-75-10.5.2.col.3,30,75,10,5,2,3,153.828,153.792
instancias/solved/instancia-30-75-10.5.2.col.8,30,75,10,5,2,8,91.2858,91.1324
instancias/solved/instancia-30-75-10.5.3.col.0,30,75,10,5,3,0,18.5767,18.5688
instancias/solved/instancia-30-75-10.5.3.col.11,30,75,10,5,3,11,2.09648,1.87836
instancias/solved/instancia-30-75-10.5.3.col.19,30,75,10,5,3,19,0.558362,0.148951
instancias/solved/instancia-30-75-10.5.3.col.3,30,75,10,5,3,3,9.33205,9.3009
instancias/solved/instancia-30-75-10.5.3.col.8,30,75,10,5,3,8,4.00161,3.86674
instancias/solved/instancia-30-75-10.5.4.col.0,30,75,10,5,4,0,18.6424,18.6345
instancias/solved/instancia-30-75-10.5.4.col.11,30,75,10,5,4,11,5.96233,5.77026
instancias/solved/instancia-30-75-10.5.4.col.19,30,75,10,5,4,19,1.66796,1.24766
instancias/solved/instancia-30-75-10.5.4.col.3,30,75,10,5,4,3,14.0858,14.0589
instancias/solved/instancia-30-75-10.5.4.col.8,30,75,10,5,4,8,10.2107,10.0956
instancias/solved/instancia-30-75-10.5.5.col.0,30,75,10,5,5,0,248.222,248.214
instancias/solved/instancia-30-75-10.5.5.col.11,30,75,10,5,5,11,39.7312,39.4626
instancias/solved/instancia-30-75-10.5.5.col.19,30,75,10,5,5,19,8.37094,7.78583
instancias/solved/instancia-30-75-10.5.5.col.3,30,75,10,5,5,3,36.3357,36.2955
instancias/solved/instancia-30-75-10.5.5.col.8,30,75,10,5,5,8,46.9914,46.7999
instancias/solved/instancia-30-75-15.1.1.col.11,30,75,15,1,1,11,15.0317,14.5546
instancias/solved/instancia-30-75-15.1.1.col.19,30,75,15,1,1,19,1.37798,0.342733
instancias/solved/instancia-30-75-15.1.1.col.3,30,75,15,1,1,3,116.54,116.483
