archivo,nodos,densidad,particiones,i,j,varsel,nodesel,tt,ta
instancia-20-50-8.1.4.-1.0.col.solved,20,50,8,1,4,-1,0,2.21193,2.20772
instancia-20-50-8.1.4.0.0.col.solved,20,50,8,1,4,0,0,0.10946,0.100914
instancia-20-50-8.1.4.0.1.col.solved,20,50,8,1,4,0,1,0.103749,0.100413
instancia-20-50-8.1.4.0.2.col.solved,20,50,8,1,4,0,2,0.107441,0.101868
instancia-20-50-8.1.4.0.3.col.solved,20,50,8,1,4,0,3,0.098598,0.0975051
instancia-20-50-8.1.4.1.0.col.solved,20,50,8,1,4,1,0,1.21718,1.21517
instancia-20-50-8.1.4.2.0.col.solved,20,50,8,1,4,2,0,0.113792,0.105773
instancia-20-50-8.1.4.3.0.col.solved,20,50,8,1,4,3,0,0.307729,0.302071
instancia-20-50-8.1.4.4.0.col.solved,20,50,8,1,4,4,0,0.065743,0.062705
instancia-20-50-8.1.5.-1.0.col.solved,20,50,8,1,5,-1,0,2.57737,2.57025
instancia-20-50-8.1.5.0.0.col.solved,20,50,8,1,5,0,0,1.38328,1.37479
instancia-20-50-8.1.5.0.1.col.solved,20,50,8,1,5,0,1,1.47368,1.47055
instancia-20-50-8.1.5.0.2.col.solved,20,50,8,1,5,0,2,0.90796,0.900122
instancia-20-50-8.1.5.0.3.col.solved,20,50,8,1,5,0,3,0.973762,0.967546
instancia-20-50-8.1.5.1.0.col.solved,20,50,8,1,5,1,0,2.33484,2.33359
instancia-20-50-8.1.5.2.0.col.solved,20,50,8,1,5,2,0,1.37515,1.3675
instancia-20-50-8.1.5.3.0.col.solved,20,50,8,1,5,3,0,2.79875,2.79592
instancia-20-50-8.1.5.4.0.col.solved,20,50,8,1,5,4,0,0.555922,0.554473
instancia-20-50-8.2.1.-1.0.col.solved,20,50,8,2,1,-1,0,0.0209241,0.0198591
instancia-20-50-8.2.1.0.0.col.solved,20,50,8,2,1,0,0,0.02685,0.0258391
instancia-20-50-8.2.1.0.1.col.solved,20,50,8,2,1,0,1,0.027688,0.0247998
instancia-20-50-8.2.1.0.2.col.solved,20,50,8,2,1,0,2,0.0261021,0.0248909
instancia-20-50-8.2.1.0.3.col.solved,20,50,8,2,1,0,3,0.0260181,0.0248511
instancia-20-50-8.2.1.1.0.col.solved,20,50,8,2,1,1,0,0.0207608,0.0197029
instancia-20-50-8.2.1.2.0.col.solved,20,50,8,2,1,2,0,0.0263801,0.0253129
instancia-20-50-8.2.1.3.0.col.solved,20,50,8,2,1,3,0,0.026968,0.0259709
instancia-20-50-8.2.1.4.0.col.solved,20,50,8,2,1,4,0,0.021199,0.020184
instancia-20-50-8.2.2.-1.0.col.solved,20,50,8,2,2,-1,0,2.59497,2.59086
instancia-20-50-8.2.2.0.0.col.solved,20,50,8,2,2,0,0,0.277363,0.272381
instancia-20-50-8.2.2.0.1.col.solved,20,50,8,2,2,0,1,0.287717,0.283671
instancia-20-50-8.2.2.0.2.col.solved,20,50,8,2,2,0,2,0.294537,0.2902
instancia-20-50-8.2.2.0.3.col.solved,20,50,8,2,2,0,3,0.347578,0.343046
instancia-20-50-8.2.2.1.0.col.solved,20,50,8,2,2,1,0,2.49644,2.49539
instancia-20-50-8.2.2.2.0.col.solved,20,50,8,2,2,2,0,0.281426,0.273371
instancia-20-50-8.2.2.3.0.col.solved,20,50,8,2,2,3,0,1.09231,1.08833
instancia-20-50-8.2.2.4.0.col.solved,20,50,8,2,2,4,0,0.123381,0.117297
instancia-20-50-8.2.3.-1.0.col.solved,20,50,8,2,3,-1,0,0.0415199,0.04037
instancia-20-50-8.2.3.0.0.col.solved,20,50,8,2,3,0,0,0.0357199,0.034718
instancia-20-50-8.2.3.0.1.col.solved,20,50,8,2,3,0,1,0.043761,0.0417478
instancia-20-50-8.2.3.0.2.col.solved,20,50,8,2,3,0,2,0.039324,0.0364449
instancia-20-50-8.2.3.0.3.col.solved,20,50,8,2,3,0,3,0.0423722,0.0393019
instancia-20-50-8.2.3.1.0.col.solved,20,50,8,2,3,1,0,0.0373051,0.0361722
instancia-20-50-8.2.3.2.0.col.solved,20,50,8,2,3,2,0,0.0339961,0.0327518
instancia-20-50-8.2.3.3.0.col.solved,20,50,8,2,3,3,0,0.0361071,0.034909
instancia-20-50-8.2.3.4.0.col.solved,20,50,8,2,3,4,0,0.0230389,0.0218859
instancia-20-50-8.2.4.-1.0.col.solved,20,50,8,2,4,-1,0,2.04202,2.03638
instancia-20-50-8.2.4.0.0.col.solved,20,50,8,2,4,0,0,0.704664,0.698391
instancia-20-50-8.2.4.0.1.col.solved,20,50,8,2,4,0,1,0.533319,0.528944
instancia-20-50-8.2.4.0.2.col.solved,20,50,8,2,4,0,2,0.535733,0.531096
instancia-20-50-8.2.4.0.3.col.solved,20,50,8,2,4,0,3,0.551091,0.544793
instancia-20-50-8.2.4.1.0.col.solved,20,50,8,2,4,1,0,1.28509,1.28178
instancia-20-50-8.2.4.2.0.col.solved,20,50,8,2,4,2,0,0.695638,0.689192
instancia-20-50-8.2.4.3.0.col.solved,20,50,8,2,4,3,0,1.49657,1.49219
instancia-20-50-8.2.4.4.0.col.solved,20,50,8,2,4,4,0,0.200818,0.195694
instancia-20-50-8.2.5.-1.0.col.solved,20,50,8,2,5,-1,0,1.19536,1.19155
instancia-20-50-8.2.5.0.0.col.solved,20,50,8,2,5,0,0,0.100851,0.0993481
instancia-20-50-8.2.5.0.1.col.solved,20,50,8,2,5,0,1,0.12194,0.118071
instancia-20-50-8.2.5.0.2.col.solved,20,50,8,2,5,0,2,0.113537,0.109377
instancia-20-50-8.2.5.0.3.col.solved,20,50,8,2,5,0,3,0.11815,0.114397
instancia-20-50-8.2.5.1.0.col.solved,20,50,8,2,5,1,0,1.88025,1.87909
instancia-20-50-8.2.5.2.0.col.solved,20,50,8,2,5,2,0,0.106589,0.099463
instancia-20-50-8.2.5.3.0.col.solved,20,50,8,2,5,3,0,0.421409,0.417447
instancia-20-50-8.2.5.4.0.col.solved,20,50,8,2,5,4,0,0.0682359,0.0638092
instancia-20-50-8.3.1.-1.0.col.solved,20,50,8,3,1,-1,0,2.5327,2.52841
instancia-20-50-8.3.1.0.0.col.solved,20,50,8,3,1,0,0,0.187129,0.184237
instancia-20-50-8.3.1.0.1.col.solved,20,50,8,3,1,0,1,0.167734,0.163462
instancia-20-50-8.3.1.0.2.col.solved,20,50,8,3,1,0,2,0.176418,0.172393
instancia-20-50-8.3.1.0.3.col.solved,20,50,8,3,1,0,3,0.173327,0.169248
instancia-20-50-8.3.1.1.0.col.solved,20,50,8,3,1,1,0,2.06572,2.06458
instancia-20-50-8.3.1.2.0.col.solved,20,50,8,3,1,2,0,0.182495,0.176952
instancia-20-50-8.3.1.3.0.col.solved,20,50,8,3,1,3,0,0.512931,0.508812
instancia-20-50-8.3.1.4.0.col.solved,20,50,8,3,1,4,0,0.11925,0.115022
instancia-20-50-8.3.2.-1.0.col.solved,20,50,8,3,2,-1,0,0.0906038,0.087975
instancia-20-50-8.3.2.0.0.col.solved,20,50,8,3,2,0,0,0.0636439,0.0608809
instancia-20-50-8.3.2.0.1.col.solved,20,50,8,3,2,0,1,0.0627801,0.0603728
instancia-20-50-8.3.2.0.2.col.solved,20,50,8,3,2,0,2,0.0637941,0.0611229
instancia-20-50-8.3.2.0.3.col.solved,20,50,8,3,2,0,3,0.06268,0.0614839
instancia-20-50-8.3.2.1.0.col.solved,20,50,8,3,2,1,0,0.108372,0.107302
instancia-20-50-8.3.2.2.0.col.solved,20,50,8,3,2,2,0,0.0639641,0.0615301
instancia-20-50-8.3.2.3.0.col.solved,20,50,8,3,2,3,0,0.0689909,0.0664461
instancia-20-50-8.3.2.4.0.col.solved,20,50,8,3,2,4,0,0.0358899,0.031836
instancia-20-50-8.3.3.-1.0.col.solved,20,50,8,3,3,-1,0,4.81175,4.80698
instancia-20-50-8.3.3.0.0.col.solved,20,50,8,3,3,0,0,0.331701,0.327451
instancia-20-50-8.3.3.0.1.col.solved,20,50,8,3,3,0,1,0.601443,0.596859
instancia-20-50-8.3.3.0.2.col.solved,20,50,8,3,3,0,2,0.471817,0.467812
instancia-20-50-8.3.3.0.3.col.solved,20,50,8,3,3,0,3,0.433531,0.43191
instancia-20-50-8.3.3.1.0.col.solved,20,50,8,3,3,1,0,3.81381,3.8122
instancia-20-50-8.3.3.2.0.col.solved,20,50,8,3,3,2,0,0.332865,0.327285
instancia-20-50-8.3.3.3.0.col.solved,20,50,8,3,3,3,0,1.35545,1.35128
instancia-20-50-8.3.3.4.0.col.solved,20,50,8,3,3,4,0,0.221111,0.219762
instancia-20-50-8.3.4.-1.0.col.solved,20,50,8,3,4,-1,0,0.575352,0.571429
instancia-20-50-8.3.4.0.0.col.solved,20,50,8,3,4,0,0,0.119391,0.116928
instancia-20-50-8.3.4.0.1.col.solved,20,50,8,3,4,0,1,0.138274,0.134119
instancia-20-50-8.3.4.0.2.col.solved,20,50,8,3,4,0,2,0.146043,0.141739
instancia-20-50-8.3.4.0.3.col.solved,20,50,8,3,4,0,3,0.120176,0.116376
instancia-20-50-8.3.4.1.0.col.solved,20,50,8,3,4,1,0,0.951105,0.949841
instancia-20-50-8.3.4.2.0.col.solved,20,50,8,3,4,2,0,0.126335,0.120929
instancia-20-50-8.3.4.3.0.col.solved,20,50,8,3,4,3,0,0.224654,0.220062
instancia-20-50-8.3.4.4.0.col.solved,20,50,8,3,4,4,0,0.0757639,0.0712941
instancia-20-50-8.3.5.-1.0.col.solved,20,50,8,3,5,-1,0,0.171116,0.166974
instancia-20-50-8.3.5.0.0.col.solved,20,50,8,3,5,0,0,0.180497,0.176711
instancia-20-50-8.3.5.0.1.col.solved,20,50,8,3,5,0,1,0.152661,0.148547
instancia-20-50-8.3.5.0.2.col.solved,20,50,8,3,5,0,2,0.140467,0.136614
instancia-20-50-8.3.5.0.3.col.solved,20,50,8,3,5,0,3,0.143148,0.139065
instancia-20-50-8.3.5.1.0.col.solved,20,50,8,3,5,1,0,0.0646839,0.0615141
instancia-20-50-8.3.5.2.0.col.solved,20,50,8,3,5,2,0,0.177272,0.174766
instancia-20-50-8.3.5.3.0.col.solved,20,50,8,3,5,3,0,0.919716,0.915621
instancia-20-50-8.3.5.4.0.col.solved,20,50,8,3,5,4,0,0.041388,0.0402989
instancia-20-50-8.4.1.-1.0.col.solved,20,50,8,4,1,-1,0,0.187384,0.18506
instancia-20-50-8.4.1.0.0.col.solved,20,50,8,4,1,0,0,0.0928001,0.0887618
instancia-20-50-8.4.1.0.1.col.solved,20,50,8,4,1,0,1,0.0901451,0.087517
instancia-20-50-8.4.1.0.2.col.solved,20,50,8,4,1,0,2,0.0916181,0.0891101
instancia-20-50-8.4.1.0.3.col.solved,20,50,8,4,1,0,3,0.0906892,0.0882361
instancia-20-50-8.4.1.1.0.col.solved,20,50,8,4,1,1,0,0.388541,0.387473
instancia-20-50-8.4.1.2.0.col.solved,20,50,8,4,1,2,0,0.102707,0.0966878
instancia-20-50-8.4.1.3.0.col.solved,20,50,8,4,1,3,0,0.179954,0.174476
instancia-20-50-8.4.1.4.0.col.solved,20,50,8,4,1,4,0,0.061116,0.054821
instancia-20-50-8.4.2.-1.0.col.solved,20,50,8,4,2,-1,0,3.71631,3.71139
instancia-20-50-8.4.2.0.0.col.solved,20,50,8,4,2,0,0,0.313241,0.306855
instancia-20-50-8.4.2.0.1.col.solved,20,50,8,4,2,0,1,0.356924,0.350931
instancia-20-50-8.4.2.0.2.col.solved,20,50,8,4,2,0,2,0.358112,0.351484
instancia-20-50-8.4.2.0.3.col.solved,20,50,8,4,2,0,3,0.368383,0.362088
instancia-20-50-8.4.2.1.0.col.solved,20,50,8,4,2,1,0,5.46057,5.45865
instancia-20-50-8.4.2.2.0.col.solved,20,50,8,4,2,2,0,0.315752,0.309544
instancia-20-50-8.4.2.3.0.col.solved,20,50,8,4,2,3,0,1.43963,1.4347
instancia-20-50-8.4.2.4.0.col.solved,20,50,8,4,2,4,0,0.251095,0.244056
instancia-20-50-8.4.3.-1.0.col.solved,20,50,8,4,3,-1,0,3.47836,3.47177
instancia-20-50-8.4.3.0.0.col.solved,20,50,8,4,3,0,0,0.565659,0.562411
instancia-20-50-8.4.3.0.1.col.solved,20,50,8,4,3,0,1,0.522482,0.518676
instancia-20-50-8.4.3.0.2.col.solved,20,50,8,4,3,0,2,0.563427,0.55804
instancia-20-50-8.4.3.0.3.col.solved,20,50,8,4,3,0,3,0.574524,0.568945
instancia-20-50-8.4.3.1.0.col.solved,20,50,8,4,3,1,0,3.76702,3.7639
instancia-20-50-8.4.3.2.0.col.solved,20,50,8,4,3,2,0,0.572124,0.566694
instancia-20-50-8.4.3.3.0.col.solved,20,50,8,4,3,3,0,1.09725,1.0913
instancia-20-50-8.4.3.4.0.col.solved,20,50,8,4,3,4,0,0.185109,0.180868
instancia-20-50-8.4.4.-1.0.col.solved,20,50,8,4,4,-1,0,0.0403099,0.039191
instancia-20-50-8.4.4.0.0.col.solved,20,50,8,4,4,0,0,0.0265229,0.0252368
instancia-20-50-8.4.4.0.1.col.solved,20,50,8,4,4,0,1,0.0270441,0.025985
instancia-20-50-8.4.4.0.2.col.solved,20,50,8,4,4,0,2,0.026804,0.025748
instancia-20-50-8.4.4.0.3.col.solved,20,50,8,4,4,0,3,0.0269811,0.0258789
instancia-20-50-8.4.4.1.0.col.solved,20,50,8,4,4,1,0,0.0474901,0.046308
instancia-20-50-8.4.4.2.0.col.solved,20,50,8,4,4,2,0,0.027436,0.0263381
instancia-20-50-8.4.4.3.0.col.solved,20,50,8,4,4,3,0,0.0272791,0.0261972
instancia-20-50-8.4.4.4.0.col.solved,20,50,8,4,4,4,0,0.018929,0.0179071
instancia-20-50-8.4.5.-1.0.col.solved,20,50,8,4,5,-1,0,3.14011,3.13634
instancia-20-50-8.4.5.0.0.col.solved,20,50,8,4,5,0,0,0.199,0.194907
instancia-20-50-8.4.5.0.1.col.solved,20,50,8,4,5,0,1,0.205308,0.201141
instancia-20-50-8.4.5.0.2.col.solved,20,50,8,4,5,0,2,0.212382,0.208499
instancia-20-50-8.4.5.0.3.col.solved,20,50,8,4,5,0,3,0.206754,0.202913
instancia-20-50-8.4.5.1.0.col.solved,20,50,8,4,5,1,0,4.10488,4.10377
instancia-20-50-8.4.5.2.0.col.solved,20,50,8,4,5,2,0,0.195729,0.190426
instancia-20-50-8.4.5.3.0.col.solved,20,50,8,4,5,3,0,1.31514,1.31089
instancia-20-50-8.4.5.4.0.col.solved,20,50,8,4,5,4,0,0.139224,0.134264
instancia-20-50-8.5.1.-1.0.col.solved,20,50,8,5,1,-1,0,0.162603,0.159495
instancia-20-50-8.5.1.0.0.col.solved,20,50,8,5,1,0,0,0.132542,0.129289
instancia-20-50-8.5.1.0.1.col.solved,20,50,8,5,1,0,1,0.166136,0.161284
instancia-20-50-8.5.1.0.2.col.solved,20,50,8,5,1,0,2,0.15658,0.153612
instancia-20-50-8.5.1.0.3.col.solved,20,50,8,5,1,0,3,0.155421,0.151452
instancia-20-50-8.5.1.1.0.col.solved,20,50,8,5,1,1,0,0.139301,0.138277
instancia-20-50-8.5.1.2.0.col.solved,20,50,8,5,1,2,0,0.136567,0.133235
instancia-20-50-8.5.1.3.0.col.solved,20,50,8,5,1,3,0,0.14629,0.141044
instancia-20-50-8.5.1.4.0.col.solved,20,50,8,5,1,4,0,0.05053,0.0447729
instancia-20-50-8.5.2.-1.0.col.solved,20,50,8,5,2,-1,0,0.959272,0.954184
instancia-20-50-8.5.2.0.0.col.solved,20,50,8,5,2,0,0,0.378485,0.375817
instancia-20-50-8.5.2.0.1.col.solved,20,50,8,5,2,0,1,0.378253,0.374762
instancia-20-50-8.5.2.0.2.col.solved,20,50,8,5,2,0,2,0.379732,0.37392
instancia-20-50-8.5.2.0.3.col.solved,20,50,8,5,2,0,3,0.369926,0.36401
instancia-20-50-8.5.2.1.0.col.solved,20,50,8,5,2,1,0,0.892301,0.889911
instancia-20-50-8.5.2.2.0.col.solved,20,50,8,5,2,2,0,0.376658,0.371745
instancia-20-50-8.5.2.3.0.col.solved,20,50,8,5,2,3,0,1.85043,1.84627
instancia-20-50-8.5.2.4.0.col.solved,20,50,8,5,2,4,0,0.225794,0.220935
instancia-20-50-8.5.3.-1.0.col.solved,20,50,8,5,3,-1,0,0.0258369,0.0248792
instancia-20-50-8.5.3.0.0.col.solved,20,50,8,5,3,0,0,0.0228541,0.0218351
instancia-20-50-8.5.3.0.1.col.solved,20,50,8,5,3,0,1,0.021421,0.020452
instancia-20-50-8.5.3.0.2.col.solved,20,50,8,5,3,0,2,0.0265729,0.0233982
instancia-20-50-8.5.3.0.3.col.solved,20,50,8,5,3,0,3,0.0347199,0.0317202
instancia-20-50-8.5.3.1.0.col.solved,20,50,8,5,3,1,0,0.02668,0.025655
instancia-20-50-8.5.3.2.0.col.solved,20,50,8,5,3,2,0,0.022716,0.0217721
instancia-20-50-8.5.3.3.0.col.solved,20,50,8,5,3,3,0,0.021704,0.0207031
instancia-20-50-8.5.3.4.0.col.solved,20,50,8,5,3,4,0,0.0187728,0.0176702
instancia-20-50-8.5.4.-1.0.col.solved,20,50,8,5,4,-1,0,0.066457,0.0642021
instancia-20-50-8.5.4.0.0.col.solved,20,50,8,5,4,0,0,0.074121,0.071728
instancia-20-50-8.5.4.0.1.col.solved,20,50,8,5,4,0,1,0.0709321,0.068476
instancia-20-50-8.5.4.0.2.col.solved,20,50,8,5,4,0,2,0.0723932,0.0699718
instancia-20-50-8.5.4.0.3.col.solved,20,50,8,5,4,0,3,0.0709388,0.068589
instancia-20-50-8.5.4.1.0.col.solved,20,50,8,5,4,1,0,0.154582,0.153591
instancia-20-50-8.5.4.2.0.col.solved,20,50,8,5,4,2,0,0.0744281,0.071275
instancia-20-50-8.5.4.3.0.col.solved,20,50,8,5,4,3,0,0.111669,0.1094
instancia-20-50-8.5.4.4.0.col.solved,20,50,8,5,4,4,0,0.037971,0.0326681
instancia-20-50-8.5.5.-1.0.col.solved,20,50,8,5,5,-1,0,0.0474889,0.0465109
instancia-20-50-8.5.5.0.0.col.solved,20,50,8,5,5,0,0,0.033217,0.032172
instancia-20-50-8.5.5.0.1.col.solved,20,50,8,5,5,0,1,0.0328221,0.031812
instancia-20-50-8.5.5.0.2.col.solved,20,50,8,5,5,0,2,0.033154,0.0320761
instancia-20-50-8.5.5.0.3.col.solved,20,50,8,5,5,0,3,0.0333412,0.032337
instancia-20-50-8.5.5.1.0.col.solved,20,50,8,5,5,1,0,0.0380759,0.037044
instancia-20-50-8.5.5.2.0.col.solved,20,50,8,5,5,2,0,0.035476,0.0345109
instancia-20-50-8.5.5.3.0.col.solved,20,50,8,5,5,3,0,0.042912,0.040468
instancia-20-50-8.5.5.4.0.col.solved,20,50,8,5,5,4,0,0.02441,0.02281
instancia-20-75-10.1.1.-1.0.col.solved,20,75,10,1,1,-1,0,600.012,600.001
instancia-20-75-10.1.1.0.0.col.solved,20,75,10,1,1,0,0,84.2543,84.2466
instancia-20-75-10.1.1.0.1.col.solved,20,75,10,1,1,0,1,102.448,102.442
instancia-20-75-10.1.1.0.2.col.solved,20,75,10,1,1,0,2,99.5744,99.5684
instancia-20-75-10.1.1.0.3.col.solved,20,75,10,1,1,0,3,99.7377,99.7266
instancia-20-75-10.1.1.1.0.col.solved,20,75,10,1,1,1,0,600.003,600.001
instancia-20-75-10.1.1.2.0.col.solved,20,75,10,1,1,2,0,84.0805,84.0743
instancia-20-75-10.1.1.3.0.col.solved,20,75,10,1,1,3,0,565.723,565.717
instancia-20-75-10.1.1.4.0.col.solved,20,75,10,1,1,4,0,63.2032,63.2015
instancia-20-75-10.1.2.-1.0.col.solved,20,75,10,1,2,-1,0,371.655,371.649
instancia-20-75-10.1.2.0.0.col.solved,20,75,10,1,2,0,0,36.1388,36.1323
instancia-20-75-10.1.2.0.1.col.solved,20,75,10,1,2,0,1,20.1469,20.1408
instancia-20-75-10.1.2.0.2.col.solved,20,75,10,1,2,0,2,16.7512,16.7453
instancia-20-75-10.1.2.0.3.col.solved,20,75,10,1,2,0,3,19.5405,19.5343
instancia-20-75-10.1.2.1.0.col.solved,20,75,10,1,2,1,0,290.68,290.678
instancia-20-75-10.1.2.2.0.col.solved,20,75,10,1,2,2,0,36.0912,36.0854
instancia-20-75-10.1.2.3.0.col.solved,20,75,10,1,2,3,0,71.147,71.141
instancia-20-75-10.1.2.4.0.col.solved,20,75,10,1,2,4,0,5.15492,5.14422
instancia-20-75-10.1.3.-1.0.col.solved,20,75,10,1,3,-1,0,68.438,68.4308
instancia-20-75-10.1.3.0.0.col.solved,20,75,10,1,3,0,0,4.69422,4.68813
instancia-20-75-10.1.3.0.1.col.solved,20,75,10,1,3,0,1,7.21524,7.20588
instancia-20-75-10.1.3.0.2.col.solved,20,75,10,1,3,0,2,7.52921,7.52115
instancia-20-75-10.1.3.0.3.col.solved,20,75,10,1,3,0,3,10.2093,10.1977
instancia-20-75-10.1.3.1.0.col.solved,20,75,10,1,3,1,0,64.8393,64.8377
instancia-20-75-10.1.3.2.0.col.solved,20,75,10,1,3,2,0,4.66819,4.66315
instancia-20-75-10.1.3.3.0.col.solved,20,75,10,1,3,3,0,30.2778,30.2715
instancia-20-75-10.1.3.4.0.col.solved,20,75,10,1,3,4,0,2.93344,2.9263
instancia-20-75-10.1.4.-1.0.col.solved,20,75,10,1,4,-1,0,53.5479,53.5418
instancia-20-75-10.1.4.0.0.col.solved,20,75,10,1,4,0,0,5.17932,5.17708
instancia-20-75-10.1.4.0.1.col.solved,20,75,10,1,4,0,1,3.36394,3.36093
instancia-20-75-10.1.4.0.2.col.solved,20,75,10,1,4,0,2,3.09367,3.08769
instancia-20-75-10.1.4.0.3.col.solved,20,75,10,1,4,0,3,3.12236,3.11729
instancia-20-75-10.1.4.1.0.col.solved,20,75,10,1,4,1,0,55.1669,55.1613
instancia-20-75-10.1.4.2.0.col.solved,20,75,10,1,4,2,0,5.16601,5.15925
instancia-20-75-10.1.4.3.0.col.solved,20,75,10,1,4,3,0,15.9495,15.9442
instancia-20-75-10.1.4.4.0.col.solved,20,75,10,1,4,4,0,2.1425,2.13277
instancia-20-75-10.1.5.-1.0.col.solved,20,75,10,1,5,-1,0,46.9347,46.9257
instancia-20-75-10.1.5.0.0.col.solved,20,75,10,1,5,0,0,1.17688,1.16748
instancia-20-75-10.1.5.0.1.col.solved,20,75,10,1,5,0,1,1.32384,1.31445
instancia-20-75-10.1.5.0.2.col.solved,20,75,10,1,5,0,2,1.32047,1.31226
instancia-20-75-10.1.5.0.3.col.solved,20,75,10,1,5,0,3,1.37008,1.36131
instancia-20-75-10.1.5.1.0.col.solved,20,75,10,1,5,1,0,51.2159,51.2109
instancia-20-75-10.1.5.2.0.col.solved,20,75,10,1,5,2,0,1.18073,1.17195
instancia-20-75-10.1.5.3.0.col.solved,20,75,10,1,5,3,0,11.0588,11.0516
instancia-20-75-10.1.5.4.0.col.solved,20,75,10,1,5,4,0,0.808974,0.80116
instancia-20-75-10.2.1.-1.0.col.solved,20,75,10,2,1,-1,0,485.23,485.221
instancia-20-75-10.2.1.0.0.col.solved,20,75,10,2,1,0,0,11.9368,11.9309
instancia-20-75-10.2.1.0.1.col.solved,20,75,10,2,1,0,1,31.148,31.1422
instancia-20-75-10.2.1.0.2.col.solved,20,75,10,2,1,0,2,32.958,32.953
instancia-20-75-10.2.1.0.3.col.solved,20,75,10,2,1,0,3,21.2765,21.2683
instancia-20-75-10.2.1.1.0.col.solved,20,75,10,2,1,1,0,215.227,215.225
instancia-20-75-10.2.1.2.0.col.solved,20,75,10,2,1,2,0,11.913,11.904
instancia-20-75-10.2.1.3.0.col.solved,20,75,10,2,1,3,0,66.0334,66.0237
instancia-20-75-10.2.1.4.0.col.solved,20,75,10,2,1,4,0,4.0788,4.06992
instancia-20-75-10.2.2.-1.0.col.solved,20,75,10,2,2,-1,0,387.066,387.058
instancia-20-75-10.2.2.0.0.col.solved,20,75,10,2,2,0,0,26.9688,26.9617
instancia-20-75-10.2.2.0.1.col.solved,20,75,10,2,2,0,1,28.6821,28.6729
instancia-20-75-10.2.2.0.2.col.solved,20,75,10,2,2,0,2,26.7469,26.7372
instancia-20-75-10.2.2.0.3.col.solved,20,75,10,2,2,0,3,28.1627,28.1523
instancia-20-75-10.2.2.1.0.col.solved,20,75,10,2,2,1,0,267.939,267.933
instancia-20-75-10.2.2.2.0.col.solved,20,75,10,2,2,2,0,27.0547,27.0465
instancia-20-75-10.2.2.3.0.col.solved,20,75,10,2,2,3,0,128.619,128.607
instancia-20-75-10.2.2.4.0.col.solved,20,75,10,2,2,4,0,21.5783,21.5685
instancia-20-75-10.2.3.-1.0.col.solved,20,75,10,2,3,-1,0,95.101,95.0946
instancia-20-75-10.2.3.0.0.col.solved,20,75,10,2,3,0,0,2.76629,2.76099
instancia-20-75-10.2.3.0.1.col.solved,20,75,10,2,3,0,1,2.34886,2.33838
instancia-20-75-10.2.3.0.2.col.solved,20,75,10,2,3,0,2,2.825,2.81915
instancia-20-75-10.2.3.0.3.col.solved,20,75,10,2,3,0,3,2.53411,2.52529
instancia-20-75-10.2.3.1.0.col.solved,20,75,10,2,3,1,0,162.28,162.277
instancia-20-75-10.2.3.2.0.col.solved,20,75,10,2,3,2,0,2.77944,2.77334
instancia-20-75-10.2.3.3.0.col.solved,20,75,10,2,3,3,0,15.4122,15.4026
instancia-20-75-10.2.3.4.0.col.solved,20,75,10,2,3,4,0,1.79343,1.78719
instancia-20-75-10.2.4.-1.0.col.solved,20,75,10,2,4,-1,0,125.522,125.516
instancia-20-75-10.2.4.0.0.col.solved,20,75,10,2,4,0,0,4.31679,4.30711
instancia-20-75-10.2.4.0.1.col.solved,20,75,10,2,4,0,1,6.6702,6.66145
instancia-20-75-10.2.4.0.2.col.solved,20,75,10,2,4,0,2,6.70859,6.70194
instancia-20-75-10.2.4.0.3.col.solved,20,75,10,2,4,0,3,6.21915,6.20931
instancia-20-75-10.2.4.1.0.col.solved,20,75,10,2,4,1,0,88.6396,88.6339
instancia-20-75-10.2.4.2.0.col.solved,20,75,10,2,4,2,0,4.32372,4.31465
instancia-20-75-10.2.4.3.0.col.solved,20,75,10,2,4,3,0,23.0529,23.0434
instancia-20-75-10.2.4.4.0.col.solved,20,75,10,2,4,4,0,2.34654,2.34052
instancia-20-75-10.2.5.-1.0.col.solved,20,75,10,2,5,-1,0,10.5313,10.5253
instancia-20-75-10.2.5.0.0.col.solved,20,75,10,2,5,0,0,0.906483,0.900578
instancia-20-75-10.2.5.0.1.col.solved,20,75,10,2,5,0,1,0.917623,0.912772
instancia-20-75-10.2.5.0.2.col.solved,20,75,10,2,5,0,2,0.897814,0.891726
instancia-20-75-10.2.5.0.3.col.solved,20,75,10,2,5,0,3,1.44639,1.44466
instancia-20-75-10.2.5.1.0.col.solved,20,75,10,2,5,1,0,9.7757,9.77401
instancia-20-75-10.2.5.2.0.col.solved,20,75,10,2,5,2,0,0.907082,0.905394
instancia-20-75-10.2.5.3.0.col.solved,20,75,10,2,5,3,0,4.90911,4.90145
instancia-20-75-10.2.5.4.0.col.solved,20,75,10,2,5,4,0,0.796549,0.790928
instancia-20-75-10.3.1.-1.0.col.solved,20,75,10,3,1,-1,0,18.7067,18.7008
instancia-20-75-10.3.1.0.0.col.solved,20,75,10,3,1,0,0,1.54806,1.54194
instancia-20-75-10.3.1.0.1.col.solved,20,75,10,3,1,0,1,2.01727,2.00713
instancia-20-75-10.3.1.0.2.col.solved,20,75,10,3,1,0,2,2.34181,2.33238
instancia-20-75-10.3.1.0.3.col.solved,20,75,10,3,1,0,3,2.27898,2.26908
instancia-20-75-10.3.1.1.0.col.solved,20,75,10,3,1,1,0,15.543,15.5412
